Sex,Race,X0,X1,X2
male,african-american,0.6871756932459031,0.1954059064421071,0.7520485676158982
female,hispanic,0.30452964730996435,0.4652139004412378,0.024271323289406288
male,african-american,0.47620420963812427,0.7155333780719879,0.5226329964333294
male,caucasian,0.6378254654144616,0.5635406986593877,0.8865386313392388
female,african-american,0.8734422980445684,0.6827991850644883,0.1336857622383425
male,hispanic,0.023941766716190416,0.2176595462105163,0.06968441450013685
male,caucasian,9.71910262029807e-05,0.387355844653576,0.0815182513550966
female,african-american,0.6269664424377,0.9878593634823946,0.4613627307810322
female,,0.9097810611490844,0.5161553476784919,0.8426359011601804
male,african-american,0.3920081124519398,0.7667704758427502,0.9609860516786857
male,caucasian,0.030701123593364632,0.04160197360627349,0.40339889828638564
female,african-american,0.38452250010235023,0.4749904112869099,0.5877462897769304
male,african-american,0.07765999826989667,0.4599421252665802,0.9511384525255957
male,african-american,0.7881391063071644,0.48876340638854165,0.6867231131201031
male,hispanic,0.4069269971055297,0.18512322839534312,0.7609585775853548
male,caucasian,0.055325181177881655,0.8309604433329093,0.40200359618956893
male,african-american,0.8150336266974609,0.37591893039222346,0.20865966562813976
male,african-american,0.6457989981699718,0.5101226352727126,0.17555261159829216
male,caucasian,0.012913965992965348,0.14895345795024617,0.2571311275473741
male,caucasian,0.6122076341496442,0.32674550087979204,0.7564751417596859
female,hispanic,0.2307694544538671,0.20745903189945814,0.8948532768753517
male,caucasian,0.5245566000138179,0.5361430925294074,0.10234266627792743
male,african-american,0.7391854194315323,0.7804091226017347,0.06328054582004394
male,caucasian,0.5197810594919795,0.4860010213896101,0.4029687759490056
male,hispanic,0.399477153752534,0.4206433336954857,0.4766607046244873
female,african-american,0.22436890871745152,0.7178322992032559,0.4602183992712713
male,african-american,0.43165597328968763,0.2600738959097404,0.1503356579837748
male,african-american,0.8246872446938139,0.9453635889164959,0.42182561823688103
male,african-american,0.9283379100312811,0.09850474216185634,0.6488903050181626
female,african-american,0.8786376716271039,0.9275833817916534,0.6587495407485137
male,caucasian,0.7464334701652802,0.27616718000933427,0.670365103579431
male,caucasian,0.564609283417783,0.733571441161156,0.9543749778506372
male,caucasian,0.5347971895338145,0.1532184497021568,0.9259694403262474
male,african-american,0.851987379303499,0.1257192460244977,0.5736283298742756
male,caucasian,0.9469345230543597,0.5052096507779515,0.41244730718643907
male,caucasian,0.46177116050272304,0.35628958227390206,0.3994214269979892
male,african-american,0.7374013349182645,0.33173242747498066,0.7133105447484803
male,caucasian,0.7310401964293043,0.29411572956828713,0.7347821388399374
male,african-american,0.729126049300896,0.5739269426623375,0.19867528463006112
female,african-american,0.28303827177756347,0.10804190154560944,0.13901617927008258
male,caucasian,0.7892222490314771,0.7979753737679224,0.5521048012865999
male,hispanic,0.12383763096572642,0.4541154200310692,0.7925765381003492
male,caucasian,0.7421215758091029,0.17246541867607712,0.40233485860605656
male,african-american,0.9651420688324213,0.8339758278341557,0.0027613000462453074
male,hispanic,0.027063709887057197,0.8894674596264345,0.597156208688192
female,caucasian,0.2693426806399981,0.5081919397720733,0.8018965167176213
female,african-american,0.4744865525218612,0.9329028514231453,0.24655774430566568
male,african-american,0.07875658278773501,0.19510054105079533,0.2668281244264824
male,caucasian,0.136018991163114,0.6504291434956643,0.17935724259970265
male,caucasian,0.6337302752946936,0.43166606821144016,0.022038464405784275
male,hispanic,0.8223408886051068,0.26660884908403937,0.004332194586301852
male,african-american,0.7831944002091203,0.7944047847128226,0.9561405100320851
male,hispanic,0.024990377240344697,0.5095842022075467,0.9180781782718463
male,caucasian,0.7548299642257978,0.8712628677391764,0.7877016834843442
male,hispanic,0.06673171259473354,0.17337599492099798,0.9937648997735874
male,caucasian,0.6560534909556047,0.12839075360215413,0.1605326089367568
male,african-american,0.9773286687080868,0.45835536482845285,0.40142181649966546
male,african-american,0.6160600946738202,0.9652760174471439,0.8236142781889286
male,african-american,0.7168546152854832,0.4654355057426659,0.4559933865924285
male,caucasian,0.29553122391515785,0.20193186895435833,0.1878221826776102
male,african-american,0.5790137777499224,0.20410044619604784,0.3115823037487768
male,hispanic,0.6481640249561056,0.6872086513032166,0.8954379611335487
male,caucasian,0.6004593413715595,0.9413837745139415,0.3190374196784007
male,african-american,0.6913326314284108,0.27483239820364747,0.916267053951082
male,african-american,0.4366892966578736,0.49532534023718655,0.43833976266944485
male,african-american,0.92762919295876,0.834578352445597,0.42928994199639703
male,african-american,0.91937431564504,0.41383075440694106,0.9001988744478477
female,caucasian,0.4287738394205074,0.402420203348156,0.3744714912509267
male,african-american,0.42770345558858835,0.12257314002203146,0.5360985137162628
female,african-american,0.6390909641587765,0.49703580022596716,0.12413491240302299
female,caucasian,0.5531886048619411,0.5901006563359745,0.67932775744967
male,african-american,0.9122897468292711,0.6375620044267244,0.48070124062325414
male,caucasian,0.9507831003538274,0.6002197725072124,0.7230003688967592
female,hispanic,0.27138468554168105,0.6996788456875287,0.19455918345636136
male,,0.4425555083843101,0.9429219563843231,0.5459595690630077
male,caucasian,0.9973188579747526,0.8703296127785446,0.2165186784096903
male,hispanic,0.23650779969436886,0.28681117902244957,0.8945252407244553
male,african-american,0.22665408659217234,0.4249037397137494,0.9576462218358273
male,african-american,0.8455579851989498,0.42279291496813587,0.3636901663918516
male,african-american,0.7351571561031035,0.41248707628266545,0.28887726633967903
male,hispanic,0.8491890715317468,0.5090116470104131,0.31711723644506296
male,,0.38683036371873014,0.3114976567186889,0.7639003385807218
male,caucasian,0.899017014906017,0.49476772771557576,0.689443840070833
male,african-american,0.22915480199157512,0.5705525897785565,0.4456962773154629
male,african-american,0.18562784756076045,0.2570638993924502,0.45825318052699526
female,african-american,0.7520380944025854,0.06801215682791006,0.13456684093079463
female,caucasian,0.09893392793243483,0.46381536875542007,0.21811009292849814
male,caucasian,0.003876188106257783,0.605319547300249,0.9491382270045364
male,caucasian,0.9858311133921367,0.9992344326196603,0.3873416215497876
female,,0.8207956383276483,0.6189134026274189,0.06903897943577542
male,caucasian,0.25149113874861095,0.5933561685114987,0.660218717582824
female,hispanic,0.9844883964406032,0.7261647728944689,0.7368509911014547
male,african-american,0.910002233439479,0.6872749522014423,0.7712488116110982
male,caucasian,0.11284163387310364,0.2162297614844445,0.9855725498944167
female,african-american,0.7354687220241255,0.3156992652664907,0.3818065487069736
female,african-american,0.8662281588285208,0.5304599399589087,0.32539586156356515
male,,0.8960036204747879,0.04535140070755439,0.2770816127934521
male,african-american,0.6748334873678246,0.06641875897118066,0.8368389173937212
male,african-american,0.26872826321708143,0.9592545744746163,0.7931974193265471
male,caucasian,0.3852379561371867,0.38614181992073804,0.5757947633802761
male,,0.9950582473374627,0.7357420968540356,0.48463732341297927
male,caucasian,0.28149999670235337,0.33663133163184045,0.26826938224366637
female,african-american,0.7159867802591733,0.8627321945381118,0.21126370506103143
female,african-american,0.051172896300688,0.8474425077440467,0.7344266240848721
female,african-american,0.8914720216289378,0.05151721513936558,0.4382911301982939
male,african-american,0.18328723687934556,0.9155752377806683,0.9712566201448064
male,hispanic,0.7102900482669701,0.9538419914839074,0.9754660079341627
male,hispanic,0.06469619837644813,0.3598019724805558,0.7722164614875551
male,african-american,0.5755826058034894,0.8313218386897042,0.7108532896506913
male,african-american,0.3957484720849628,0.05771672006603534,0.4669259846483046
male,african-american,0.17885293758334786,0.8711492390022093,0.8351692904605534
male,caucasian,0.18005419073776985,0.1883846839022637,0.016009432631609033
male,hispanic,0.8668042681636876,0.449998231084328,0.8800720023428049
